timestamp,sender,message,message_type
2024-05-28 10:41:37,用户B,我不知道该怎么解决这个问题。,text
2025-02-19 08:57:07,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-04-16 10:56:33,用户B,我觉得自己好像什么都做不好。,text
2024-04-17 12:51:17,用户A,你已经做得很棒了，继续加油！,text
2024-10-15 20:13:03,用户B,我好像总是做不好，很沮丧。,text
2025-01-27 08:35:03,用户A,困难只是暂时的，未来会更美好。,text
2024-06-17 22:34:25,用户B,我觉得自己好像什么都做不好。,text
2024-03-19 13:02:05,用户A,我会一直支持你，无论发生什么。,text
2024-03-16 09:12:27,用户B,我不知道该怎么面对这个挑战。,text
2024-12-27 01:20:48,用户A,别担心，一切都会好起来的。,text
2024-07-18 08:52:12,用户B,我好像总是做不好，很沮丧。,text
2024-09-07 22:41:08,用户A,别担心，一切都会好起来的。,text
2025-02-19 08:53:55,用户B,我不知道该怎么面对这个挑战。,text
2024-03-09 02:08:42,用户A,慢慢来，不要给自己太大压力。,text
2024-05-13 16:11:03,用户B,我感觉自己很失败，很无助。,text
2024-12-06 02:54:41,用户A,你比你想象的要坚强得多。,text
2024-07-02 11:22:38,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-05-24 14:46:21,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-11-09 10:58:12,用户B,我不知道该怎么继续下去了。,text
2024-06-01 04:26:16,用户A,别担心，一切都会好起来的。,text
2024-05-07 14:46:35,用户B,我感觉自己很失败，很无助。,text
2024-05-12 19:12:25,用户A,无论遇到什么困难，我都会在你身边。,text
2024-03-30 05:38:55,用户B,我不知道该怎么继续下去了。,text
2024-05-25 02:41:56,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-01-19 13:41:52,用户B,我好像总是做不好，很沮丧。,text
2024-04-17 22:30:36,用户A,困难只是暂时的，未来会更美好。,text
2024-06-21 19:41:10,用户B,最近工作压力很大，有点撑不住了。,text
2024-04-13 16:47:34,用户A,你已经做得很棒了，继续加油！,text
2024-06-28 04:34:00,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-05-29 12:47:10,用户A,你已经做得很棒了，继续加油！,text
2024-07-31 23:31:57,用户B,我觉得自己好像被困住了。,text
2025-01-06 01:39:28,用户A,你比你想象的要坚强得多。,text
2025-02-16 04:23:07,用户B,我不知道该怎么面对这个挑战。,text
2024-03-17 09:17:17,用户A,你比你想象的要坚强得多。,text
2024-04-26 15:18:40,用户B,最近工作压力很大，有点撑不住了。,text
2024-07-08 11:57:16,用户A,你比你想象的要坚强得多。,text
2024-11-24 13:58:58,用户B,我好像总是做不好，很沮丧。,text
2024-09-05 05:26:18,用户A,相信自己，你一定可以克服这个挑战。,text
2024-11-09 04:50:14,用户B,我不知道该怎么解决这个问题。,text
2024-12-23 09:01:23,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-01-04 17:54:39,用户B,最近工作压力很大，有点撑不住了。,text
2024-05-26 17:49:34,用户A,你已经做得很棒了，继续加油！,text
2024-04-30 01:51:23,用户B,我觉得自己好像被困住了。,text
2024-12-02 03:38:04,用户A,慢慢来，不要给自己太大压力。,text
2024-09-01 20:16:51,用户B,最近工作压力很大，有点撑不住了。,text
2025-02-28 18:51:34,用户A,你已经做得很棒了，继续加油！,text
2024-04-30 01:06:11,用户B,我不知道该怎么面对这个挑战。,text
2024-10-12 05:11:48,用户A,无论遇到什么困难，我都会在你身边。,text
2024-03-25 21:13:17,用户B,我感觉自己很失败，很无助。,text
2025-01-14 13:04:18,用户A,你比你想象的要坚强得多。,text
2025-01-26 15:56:28,用户B,我感觉很迷茫，不知道该怎么办。,text
2025-02-18 03:36:38,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-10-28 09:52:20,用户B,我不知道该怎么继续下去了。,text
2024-04-10 16:12:08,用户A,你已经做得很棒了，继续加油！,text
2024-08-17 02:48:25,用户B,我不知道该怎么面对这个挑战。,text
2025-02-17 21:29:38,用户A,困难只是暂时的，未来会更美好。,text
2024-03-08 05:56:48,用户B,我觉得自己好像什么都做不好。,text
2024-12-15 05:11:46,用户A,慢慢来，不要给自己太大压力。,text
2025-02-12 09:22:50,用户B,我不知道该怎么面对这个挑战。,text
2024-09-15 07:25:54,用户A,你已经做得很棒了，继续加油！,text
2024-04-21 07:57:46,用户B,我感觉很累，有点想放弃了。,text
2024-12-05 17:05:53,用户A,慢慢来，不要给自己太大压力。,text
2024-03-25 17:59:29,用户B,我不知道该怎么继续下去了。,text
2024-11-01 23:17:43,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-11-09 04:37:39,用户B,我觉得自己好像什么都做不好。,text
2024-04-05 13:07:49,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-12-31 19:25:56,用户B,我觉得自己好像什么都做不好。,text
2024-06-02 05:07:52,用户A,别担心，一切都会好起来的。,text
2024-12-19 04:53:53,用户B,我觉得自己好像被困住了。,text
2024-04-28 11:42:27,用户A,相信自己，你一定可以克服这个挑战。,text
2024-06-19 15:02:31,用户B,我好像总是做不好，很沮丧。,text
2025-01-10 05:59:37,用户A,你已经做得很棒了，继续加油！,text
2024-07-21 14:36:06,用户B,我觉得自己好像被困住了。,text
2024-04-17 13:07:07,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-04-16 11:53:53,用户B,我不知道该怎么解决这个问题。,text
2024-10-29 10:45:40,用户A,困难只是暂时的，未来会更美好。,text
2025-01-07 20:50:21,用户B,我不知道该怎么继续下去了。,text
2024-07-30 04:17:00,用户A,困难只是暂时的，未来会更美好。,text
2024-03-18 01:40:46,用户B,我不知道该怎么解决这个问题。,text
2025-01-06 02:30:40,用户A,无论遇到什么困难，我都会在你身边。,text
2024-09-22 09:44:28,用户B,我不知道该怎么面对这个挑战。,text
2025-01-06 10:32:42,用户A,无论遇到什么困难，我都会在你身边。,text
2025-01-11 19:54:38,用户B,我感觉很累，有点想放弃了。,text
2024-03-04 00:45:25,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-11-29 20:38:07,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-06-22 10:23:45,用户A,慢慢来，不要给自己太大压力。,text
2024-03-13 06:02:14,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-08-19 12:07:19,用户A,相信自己，你一定可以克服这个挑战。,text
2024-05-30 19:02:50,用户B,我感觉很累，有点想放弃了。,text
2024-12-18 16:34:43,用户A,相信自己，你一定可以克服这个挑战。,text
2024-09-11 10:04:54,用户B,我不知道该怎么面对这个挑战。,text
2024-06-24 02:00:06,用户A,你比你想象的要坚强得多。,text
2024-09-24 01:38:32,用户B,我感觉很累，有点想放弃了。,text
2024-07-23 17:38:47,用户A,慢慢来，不要给自己太大压力。,text
2024-09-08 23:20:50,用户B,我不知道该怎么继续下去了。,text
2024-05-30 16:09:21,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-10-06 04:10:40,用户B,我觉得自己好像什么都做不好。,text
2024-04-27 02:14:36,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-10-17 20:17:14,用户B,我不知道该怎么继续下去了。,text
2024-09-15 13:00:29,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-04-20 20:00:43,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-04-06 23:36:02,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-05-14 15:35:33,用户B,我感觉自己很失败，很无助。,text
2025-01-28 18:03:43,用户A,你已经做得很棒了，继续加油！,text
2024-04-29 00:44:51,用户B,我不知道该怎么面对这个挑战。,text
2025-02-07 17:01:41,用户A,困难只是暂时的，未来会更美好。,text
2024-11-14 20:47:39,用户B,我觉得自己好像什么都做不好。,text
2024-11-07 09:30:35,用户A,你比你想象的要坚强得多。,text
2024-08-20 01:02:30,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-07-04 12:13:47,用户A,我会一直支持你，无论发生什么。,text
2024-11-07 23:06:12,用户B,我感觉很累，有点想放弃了。,text
2024-04-30 08:44:21,用户A,无论遇到什么困难，我都会在你身边。,text
2024-03-21 17:10:18,用户B,我觉得自己好像被困住了。,text
2024-07-18 13:37:34,用户A,你比你想象的要坚强得多。,text
2024-03-05 21:18:52,用户B,我不知道该怎么解决这个问题。,text
2024-04-26 07:02:21,用户A,相信自己，你一定可以克服这个挑战。,text
2025-01-02 05:13:41,用户B,我觉得自己好像被困住了。,text
2024-06-10 05:02:53,用户A,我会一直支持你，无论发生什么。,text
2024-12-29 12:54:30,用户B,最近工作压力很大，有点撑不住了。,text
2024-08-27 19:14:16,用户A,无论遇到什么困难，我都会在你身边。,text
2024-11-12 20:23:40,用户B,最近工作压力很大，有点撑不住了。,text
2024-05-13 12:31:47,用户A,慢慢来，不要给自己太大压力。,text
2024-12-26 02:28:45,用户B,我觉得自己好像被困住了。,text
2024-11-08 19:50:28,用户A,无论遇到什么困难，我都会在你身边。,text
2024-08-02 14:20:09,用户B,最近工作压力很大，有点撑不住了。,text
2024-09-30 05:04:45,用户A,我会一直支持你，无论发生什么。,text
2024-04-20 07:03:21,用户B,我好像总是做不好，很沮丧。,text
2024-07-05 02:59:01,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-03-10 15:07:13,用户B,我不知道该怎么面对这个挑战。,text
2024-07-11 13:11:36,用户A,相信自己，你一定可以克服这个挑战。,text
2024-11-28 15:36:40,用户B,我不知道该怎么继续下去了。,text
2024-08-18 08:13:41,用户A,慢慢来，不要给自己太大压力。,text
2024-07-22 13:04:32,用户B,我觉得自己好像什么都做不好。,text
2025-01-26 18:16:41,用户A,我会一直支持你，无论发生什么。,text
2024-07-27 07:40:04,用户B,我不知道该怎么解决这个问题。,text
2024-10-13 05:18:20,用户A,困难只是暂时的，未来会更美好。,text
2025-02-04 07:28:40,用户B,我觉得自己好像什么都做不好。,text
2024-12-02 19:12:34,用户A,困难只是暂时的，未来会更美好。,text
2024-06-02 03:15:59,用户B,我不知道该怎么继续下去了。,text
2024-03-10 03:09:10,用户A,你比你想象的要坚强得多。,text
2024-04-08 02:47:24,用户B,我不知道该怎么解决这个问题。,text
2025-01-05 13:53:59,用户A,别担心，一切都会好起来的。,text
2024-06-11 16:36:02,用户B,我不知道该怎么面对这个挑战。,text
2025-02-24 02:27:16,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-01-24 11:54:31,用户B,我觉得自己好像什么都做不好。,text
2024-05-20 00:24:13,用户A,困难只是暂时的，未来会更美好。,text
2024-10-30 12:25:05,用户B,我感觉很累，有点想放弃了。,text
2024-09-03 13:58:30,用户A,无论遇到什么困难，我都会在你身边。,text
2025-01-23 13:38:16,用户B,我感觉很累，有点想放弃了。,text
2025-02-05 03:32:54,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-11-17 08:24:10,用户B,我不知道该怎么解决这个问题。,text
2024-08-18 16:34:21,用户A,相信自己，你一定可以克服这个挑战。,text
2025-01-20 03:59:40,用户B,我好像总是做不好，很沮丧。,text
2024-08-02 11:39:53,用户A,你已经做得很棒了，继续加油！,text
2024-11-13 06:44:54,用户B,我不知道该怎么面对这个挑战。,text
2025-01-06 18:37:36,用户A,别担心，一切都会好起来的。,text
2024-06-26 19:16:02,用户B,我感觉很累，有点想放弃了。,text
2024-04-06 08:52:26,用户A,无论遇到什么困难，我都会在你身边。,text
2024-03-28 19:33:01,用户B,我觉得自己好像什么都做不好。,text
2024-06-11 21:27:21,用户A,你已经做得很棒了，继续加油！,text
2025-01-17 00:30:43,用户B,我感觉自己很失败，很无助。,text
2025-01-09 18:52:36,用户A,困难只是暂时的，未来会更美好。,text
2024-05-16 21:20:32,用户B,我不知道该怎么解决这个问题。,text
2024-08-29 23:49:51,用户A,无论遇到什么困难，我都会在你身边。,text
2024-04-13 06:39:50,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-07-16 14:23:26,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-02-23 11:06:54,用户B,我觉得自己好像被困住了。,text
2024-03-22 06:11:58,用户A,困难只是暂时的，未来会更美好。,text
2025-02-28 10:11:04,用户B,我不知道该怎么解决这个问题。,text
2024-04-09 13:50:10,用户A,你比你想象的要坚强得多。,text
2024-09-08 01:52:48,用户B,我不知道该怎么继续下去了。,text
2024-12-28 10:27:49,用户A,你已经做得很棒了，继续加油！,text
2024-04-21 04:35:17,用户B,我好像总是做不好，很沮丧。,text
2024-05-26 02:50:08,用户A,慢慢来，不要给自己太大压力。,text
2024-09-09 18:31:08,用户B,我不知道该怎么继续下去了。,text
2024-10-25 09:32:16,用户A,慢慢来，不要给自己太大压力。,text
2024-05-08 22:40:47,用户B,我不知道该怎么面对这个挑战。,text
2024-09-15 14:17:34,用户A,无论遇到什么困难，我都会在你身边。,text
2024-06-22 03:48:59,用户B,我感觉很迷茫，不知道该怎么办。,text
2025-01-26 08:06:49,用户A,别担心，一切都会好起来的。,text
2025-01-07 02:03:39,用户B,我感觉自己很失败，很无助。,text
2024-08-17 17:30:23,用户A,别担心，一切都会好起来的。,text
2024-11-07 01:54:39,用户B,我好像总是做不好，很沮丧。,text
2024-10-13 00:08:32,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-06-09 03:02:25,用户B,最近工作压力很大，有点撑不住了。,text
2025-01-18 07:33:02,用户A,无论遇到什么困难，我都会在你身边。,text
2024-04-02 12:05:18,用户B,我不知道该怎么继续下去了。,text
2024-11-15 03:32:20,用户A,困难只是暂时的，未来会更美好。,text
2025-01-12 07:37:47,用户B,我感觉很迷茫，不知道该怎么办。,text
2025-02-27 04:07:10,用户A,别担心，一切都会好起来的。,text
2024-11-05 07:00:50,用户B,我不知道该怎么解决这个问题。,text
2024-04-27 12:12:33,用户A,我会一直支持你，无论发生什么。,text
2024-04-28 12:26:22,用户B,我好像总是做不好，很沮丧。,text
2024-09-12 14:54:45,用户A,你比你想象的要坚强得多。,text
2024-06-21 21:24:44,用户B,我觉得自己好像被困住了。,text
2024-05-07 19:16:05,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-07-07 20:12:46,用户B,我不知道该怎么继续下去了。,text
2024-06-13 02:27:25,用户A,困难只是暂时的，未来会更美好。,text
2024-06-01 12:44:21,用户B,我不知道该怎么解决这个问题。,text
2025-01-09 15:34:43,用户A,相信自己，你一定可以克服这个挑战。,text
2024-12-02 21:50:00,用户B,我不知道该怎么解决这个问题。,text
2025-01-16 09:30:17,用户A,我会一直支持你，无论发生什么。,text
2024-12-26 01:45:00,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-12-01 01:05:57,用户A,你已经做得很棒了，继续加油！,text
2024-06-01 20:31:14,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-06-16 13:36:54,用户A,我会一直支持你，无论发生什么。,text
2025-01-26 07:16:07,用户B,我好像总是做不好，很沮丧。,text
2024-10-05 23:46:51,用户A,慢慢来，不要给自己太大压力。,text
2024-11-25 15:19:29,用户B,我好像总是做不好，很沮丧。,text
2024-09-08 05:03:54,用户A,你比你想象的要坚强得多。,text
2024-08-11 16:56:11,用户B,我觉得自己好像什么都做不好。,text
2025-02-11 03:13:02,用户A,相信自己，你一定可以克服这个挑战。,text
2024-07-11 20:14:08,用户B,我好像总是做不好，很沮丧。,text
2024-12-15 07:11:19,用户A,我会一直支持你，无论发生什么。,text
2024-05-04 03:27:38,用户B,我感觉自己很失败，很无助。,text
2024-12-07 14:52:32,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-08-14 05:18:18,用户B,我感觉很累，有点想放弃了。,text
2024-09-11 01:36:27,用户A,慢慢来，不要给自己太大压力。,text
2024-06-26 06:27:59,用户B,最近工作压力很大，有点撑不住了。,text
2024-04-10 15:06:09,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-09-29 10:56:47,用户B,我觉得自己好像什么都做不好。,text
2024-08-12 12:37:01,用户A,别担心，一切都会好起来的。,text
2024-06-08 13:44:56,用户B,我觉得自己好像什么都做不好。,text
2024-06-15 10:18:46,用户A,你已经做得很棒了，继续加油！,text
2024-11-06 11:03:43,用户B,我感觉很累，有点想放弃了。,text
2024-05-18 23:49:02,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-09-23 20:49:08,用户B,我好像总是做不好，很沮丧。,text
2025-01-17 00:55:25,用户A,你已经做得很棒了，继续加油！,text
2025-02-20 14:21:23,用户B,我不知道该怎么面对这个挑战。,text
2024-03-07 08:32:01,用户A,慢慢来，不要给自己太大压力。,text
2025-02-10 13:45:54,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-09-24 20:31:19,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-05-29 02:30:58,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-08-15 06:36:46,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-12-23 03:01:48,用户B,我感觉自己很失败，很无助。,text
2025-01-27 11:51:57,用户A,无论遇到什么困难，我都会在你身边。,text
2024-12-27 01:25:01,用户B,我感觉很迷茫，不知道该怎么办。,text
2025-02-18 19:01:29,用户A,困难只是暂时的，未来会更美好。,text
2024-03-14 18:16:03,用户B,我不知道该怎么解决这个问题。,text
2024-03-14 05:07:01,用户A,无论遇到什么困难，我都会在你身边。,text
2024-08-16 10:01:42,用户B,我感觉自己很失败，很无助。,text
2024-08-11 00:30:19,用户A,你已经做得很棒了，继续加油！,text
2024-11-02 01:55:59,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-04-20 07:17:42,用户A,别担心，一切都会好起来的。,text
2024-06-06 08:14:46,用户B,我不知道该怎么解决这个问题。,text
2024-07-08 00:53:59,用户A,慢慢来，不要给自己太大压力。,text
2025-02-14 08:12:11,用户B,我感觉很累，有点想放弃了。,text
2025-01-23 03:08:55,用户A,相信自己，你一定可以克服这个挑战。,text
2025-02-28 11:17:17,用户B,我不知道该怎么解决这个问题。,text
2024-07-18 04:07:48,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-04-24 02:37:44,用户B,我觉得自己好像被困住了。,text
2024-08-12 15:27:57,用户A,我会一直支持你，无论发生什么。,text
2024-05-12 02:13:46,用户B,我觉得自己好像被困住了。,text
2024-03-25 13:54:02,用户A,你比你想象的要坚强得多。,text
2024-09-12 07:05:21,用户B,我觉得自己好像被困住了。,text
2024-03-12 17:32:51,用户A,相信自己，你一定可以克服这个挑战。,text
2025-01-24 15:17:52,用户B,我感觉自己很失败，很无助。,text
2024-10-15 10:50:43,用户A,慢慢来，不要给自己太大压力。,text
2024-05-31 14:20:13,用户B,我感觉很迷茫，不知道该怎么办。,text
2025-02-24 15:19:46,用户A,你已经做得很棒了，继续加油！,text
2025-01-23 12:09:57,用户B,最近工作压力很大，有点撑不住了。,text
2024-08-31 17:44:03,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-05-14 07:29:26,用户B,我不知道该怎么解决这个问题。,text
2024-05-26 03:24:26,用户A,困难只是暂时的，未来会更美好。,text
2024-09-25 13:25:05,用户B,我觉得自己好像被困住了。,text
2024-06-14 04:44:16,用户A,你已经做得很棒了，继续加油！,text
2024-09-04 00:12:19,用户B,我不知道该怎么解决这个问题。,text
2025-01-03 06:49:01,用户A,相信自己，你一定可以克服这个挑战。,text
2025-01-05 15:56:49,用户B,我感觉很迷茫，不知道该怎么办。,text
2025-01-25 00:07:40,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-02-16 02:26:33,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-03-24 13:57:50,用户A,别担心，一切都会好起来的。,text
2024-07-04 15:57:40,用户B,我不知道该怎么面对这个挑战。,text
2024-09-16 07:56:41,用户A,你已经做得很棒了，继续加油！,text
2024-12-14 03:44:54,用户B,我好像总是做不好，很沮丧。,text
2024-10-27 03:35:59,用户A,慢慢来，不要给自己太大压力。,text
2024-10-15 15:36:02,用户B,我觉得自己好像被困住了。,text
2024-08-16 14:44:54,用户A,相信自己，你一定可以克服这个挑战。,text
2024-09-05 03:33:16,用户B,我好像总是做不好，很沮丧。,text
2024-08-09 06:58:07,用户A,你比你想象的要坚强得多。,text
2024-11-23 16:36:57,用户B,我不知道该怎么面对这个挑战。,text
2024-09-27 11:24:10,用户A,别担心，一切都会好起来的。,text
2024-06-28 17:15:34,用户B,我感觉很累，有点想放弃了。,text
2024-11-04 12:29:05,用户A,我会一直支持你，无论发生什么。,text
2024-09-14 02:04:18,用户B,我不知道该怎么解决这个问题。,text
2025-01-17 16:40:27,用户A,慢慢来，不要给自己太大压力。,text
2024-04-25 02:40:52,用户B,我觉得自己好像什么都做不好。,text
2024-07-22 18:02:48,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-07-03 23:38:03,用户B,我感觉自己很失败，很无助。,text
2024-04-03 01:27:01,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-12-07 17:27:07,用户B,最近工作压力很大，有点撑不住了。,text
2024-11-04 07:19:17,用户A,别担心，一切都会好起来的。,text
2024-08-07 13:40:20,用户B,我觉得自己好像被困住了。,text
2024-12-03 10:30:35,用户A,你比你想象的要坚强得多。,text
2024-09-02 16:20:24,用户B,我不知道该怎么面对这个挑战。,text
2024-11-25 13:19:52,用户A,相信自己，你一定可以克服这个挑战。,text
2025-02-05 09:15:58,用户B,我不知道该怎么解决这个问题。,text
2024-06-02 03:46:27,用户A,相信自己，你一定可以克服这个挑战。,text
2025-01-23 17:32:23,用户B,我好像总是做不好，很沮丧。,text
2024-06-15 07:34:02,用户A,慢慢来，不要给自己太大压力。,text
2024-03-14 08:48:25,用户B,我觉得自己好像被困住了。,text
2024-05-30 23:51:47,用户A,我会一直支持你，无论发生什么。,text
2024-07-02 13:46:48,用户B,我感觉很迷茫，不知道该怎么办。,text
2024-06-09 02:46:31,用户A,你已经比昨天进步了很多，继续前进吧。,text
2024-07-18 14:19:49,用户B,我觉得自己好像什么都做不好。,text
2025-01-29 23:55:53,用户A,别担心，一切都会好起来的。,text
2024-06-17 06:18:19,用户B,我不知道该怎么解决这个问题。,text
2024-06-30 04:36:01,用户A,你比你想象的要坚强得多。,text
2024-04-20 18:29:08,用户B,我不知道该怎么解决这个问题。,text
2024-03-25 20:54:25,用户A,我会一直支持你，无论发生什么。,text
2025-02-24 14:14:18,用户B,我不知道该怎么继续下去了。,text
2024-03-18 18:07:19,用户A,慢慢来，不要给自己太大压力。,text
2024-11-24 06:04:11,用户B,我好像总是做不好，很沮丧。,text
2024-04-20 08:40:36,用户A,每一次挫折都是成长的机会，别灰心。,text
2025-01-30 03:19:21,用户B,我感觉很累，有点想放弃了。,text
2024-11-16 23:31:25,用户A,别担心，一切都会好起来的。,text
2024-08-16 08:56:52,用户B,我感觉自己很失败，很无助。,text
2024-08-08 00:58:26,用户A,慢慢来，不要给自己太大压力。,text
2025-01-24 04:21:23,用户B,我觉得自己好像被困住了。,text
2025-02-19 11:50:15,用户A,慢慢来，不要给自己太大压力。,text
2025-01-29 21:53:35,用户B,我觉得自己好像什么都做不好。,text
2024-06-14 11:40:43,用户A,你已经比昨天进步了很多，继续前进吧。,text
2025-01-20 10:45:38,用户B,我觉得自己好像什么都做不好。,text
2024-05-06 16:03:32,用户A,每一次挫折都是成长的机会，别灰心。,text
2024-10-18 01:40:21,用户B,我好像总是做不好，很沮丧。,text
2024-06-08 07:36:03,用户A,慢慢来，不要给自己太大压力。,text
2024-09-22 06:03:17,用户B,我觉得自己好像被困住了。,text
2024-10-23 07:38:23,用户A,无论遇到什么困难，我都会在你身边。,text
2024-09-19 13:02:34,用户B,我感觉很迷茫，不知道该怎么办。,text
2025-02-02 00:18:12,用户A,困难只是暂时的，未来会更美好。,text
2024-09-02 23:21:51,用户B,我不知道该怎么面对这个挑战。,text
2024-08-10 05:26:40,用户A,我会一直支持你，无论发生什么。,text
2024-09-11 15:29:31,用户B,我好像总是做不好，很沮丧。,text
